itemnumber,checkouts,biblionumber,itemcallnumber,author,title
2778,1,2340,DG297 .H3,"Hayward, Frank Herbert,","Marcus Aurelius, a saviour of men,"
2814,1,2375,HG174 .K47 1990,"Khoury, Sarkis J.",The deregulation of the world financial markets :
2834,1,2395,QC773.3.U5 J65 1985,"Jones, Vincent C.,","Manhattan, the Army and the atomic bomb /"
2864,1,2424,PQ6300 .V3,"Valbuena Prat, Angel,",Calderon;
2958,1,2512,AZ 108 .B78 1996,"Bruce-Mitford, Miranda",The illustrated book of signs & symbols /
2977,1,2531,PT7313.E5 B7,,"The Prose Edda,"
3442,1,2623,D742.U5 U74 1985,"Utley, Jonathan G.,","Going to war with Japan, 1937-1941 /"
3528,1,2704,GV1790.G5 G5 1996,,Giselle
3556,1,2732,RC465 .B8,"Burton, Arthur,","Clinical studies of personality,"
3561,1,2736,D769 .W34,,The War reports of General of the Army George C. Marshall ... General of the Army H. H. Arnold ... [and] Fleet Admiral Ernest J. King ...
3589,1,2763,DS777.53 .R575,"Rosinger, Lawrence K.","China's crisis,"
3657,1,2821,E183.8.I55 A6 1985,,American hostages in Iran :
3681,1,2845,DA20 .C17 no.21,"Rutland, John Henry Manners,",Rutland papers.
3696,1,2860,ND237.R725 B74 1993,"Breslin, James E. B.,",Mark Rothko :
3754,1,2918,ML60 .G68 1984,"Gould, Glenn",The Glenn Gould reader /
3759,1,2922,BR325 .B69313 1985,"Brecht, Martin",Martin Luther :
3770,1,2933,BF1566 .L37 1984,"Larner, Christina",Witchcraft and religion :
3834,1,2986,QA1 .R33 no.92,"Chung, Fan R. K.",Spectral graph theory /
3839,1,2991,PS3545.H5187 F6 1938,"White, E. B.","The fox of Peapack,"
3884,1,3033,PA3201 .W349 1984,"Walton, J. Michael,",The Greek sense of theatre :
3992,1,3127,Z658.G7 P37 1984,"Patterson, Annabel M.",Censorship and interpretation :
4012,1,3146,QD98.S6 J86 1985,"Jungreis, Ervin,",Spot test analysis :
4089,1,3217,NB94 .B62 1985,"Boardman, John,",Greek sculpture :
4108,1,3234,ND553.M3 K74 1996,"Krell, Alan,",Manet and the painters of contemporary life /
4128,1,3254,GV1693 .B57 1970,"Bhavnani, Enakshi",The dance in India:
4129,1,3255,D802.F8 P6,"Porter, Roy P.","Uncensored France,"
4150,1,3276,M22.S25 D7 1989,"Satie, Erik,","Gymnopedies, Gnossiennes, and other works for piano /"
4426,1,3314,JX1952 .V38 1964,"Veblen, Thorstein,",An inquiry into the nature of peace and the terms of its perpetuation.
4427,1,3315,ML936 .B682 1964,"Böhm, Theobald,","The flute and flute-playing in acoustical, technical, and artistic aspects."
4458,1,3326,BM485 .L57 1984 v.2,,Jewish writings of the Second Temple period :
4466,1,3334,ML410.R52 I233 1985,"I͡Astrebt͡sev, V. V.",Reminiscences of Rimsky-Korsakov /
4472,1,3340,GV721.5 .H576 1985,"Hoberman, John M.",The Olympic crisis :
4507,1,3367,F1438 .K7413 1984,"Krehm, William",Democracies and tyrannies of the Caribbean /
4530,1,3383,ML100 .G16 1998,,The Garland encyclopedia of world music /
4532,1,3383,ML100 .G16 1998,,The Garland encyclopedia of world music /
4533,1,3384,HV6545.Z99 M38 1985,"McIntosh, John L.",Research on suicide :
4541,1,3391,PN1995.9.D6 S44 1993,,Seeing red
4588,1,3424,PS549.N5 V6,,"Voices of Brooklyn,"
4640,1,3471,N6260 .G69 1987,"Grabar, Oleg",The formation of Islamic art /
4674,1,3503,DS685 .B52 1973,"Blount, James H.","The American occupation of the Philippines, 1898-1912."
4729,1,3537,ND3359.K4 A8 1993,,The art of Celtic manuscripts
4731,1,3539,DS806 .T56 1974,"Tiedemann, Arthur E.",An introduction to Japanese civilization.
4736,1,3544,NA9108 .F8,"Futterman, Robert A.",The future of our cities.
4742,1,3550,TT205 .G27 1990,"George, Mike,",Metalworking :
4836,1,3621,QB64 .M85,"Muirden, James",The amateur astronomer's handbook.
4911,1,3685,BF1171 .F6,"Fodor, Nandor",The unaccountable.
4938,1,3712,T14.5 .T459 1996,"Tenner, Edward",Why things bite back :
4948,1,3722,PR625 .N4 1968,"Nettleton, George Henry,","English drama of the Restoration and eighteenth century, 1642-1780."
4949,1,3723,ML3530 .R33 1985,,Ragtime :
5011,1,3777,PA4408 .A2 1920,Sappho,Sappho.
5025,1,3791,Q223 .L26 1997,,Landmark essays on rhetoric of science :
5055,1,3818,TP919 .A3 1971,"Adrosko, Rita J.",Natural dyes and home dyeing (formerly titled: Natural dyes in the United States)
5056,1,3819,PQ8519.Q5 Z55,"Delgado, José María,",Vida y obra de Horacio Quiroga ...
5075,1,3838,B133.G5 M5 1971,"Ghose, Aurobindo,",The mind of light
5085,1,3847,GN2 .M5 no.22,"Praus, Alexis A.",Bibliography of Michigan archaeology.
5113,1,3873,BL793.M8 N53 1972,"Nilsson, Martin P.",The Mycenaean origin of Greek mythology.
5139,1,3899,PR878.F45 N49 1996,,The new nineteenth century :
5141,1,3901,CS47.Z99 P38 1981 Suppl.,"Filby, P. William,","Passenger and immigration lists bibliography, 1538-1900 :"
5213,1,3961,HF5548.8 .M77 1973b,"Münsterberg, Hugo,",Psychology and industrial efficiency.
5245,1,3991,PS1732 .T7,"Garland, Hamlin,","Trail-makers of the middle border,"
5249,1,3993,PS3566.I3816 A63 1982bx,"Pielmeier, John",Agnes of God :
5510,1,4172,Q11 .C95 no.60,"Medlin, Julie Jones",Michigan lichens /
5519,1,4181,NK1141 .B64 1990,"Bowman, Leslie Greene",American arts & crafts :
5555,1,4211,DA208 .L47 1988,"Levin, Carole,",Propaganda in the English Reformation :
5588,1,4242,BF637.P4 C5 1984,"Cialdini, Robert B.",Influence :
5641,1,4288,B63 .D47 1972,"Dewey, John,","Lectures in China, 1919-1920."
5848,1,4381,HQ9 .E4 1973,"Ellis, Albert,",The encyclopedia of sexual behavior.
5911,1,4425,DG279 .C33 1984,,Caesar Augustus :
5924,1,4436,E457 .R24 1996,"Rawley, James A.",Abraham Lincoln and a nation worth fighting for /
5945,1,4453,PN2085 .G7 1972,"Gruver, Elbert A.","The stage manager's handbook,"
6008,1,4515,B508 .C94 1996,,The Cynics :
6062,1,4562,BL2530.J3 O93 1982,"Owens, Joseph",Dread :
6082,1,4579,ML338 .P67 1971,"Popley, Herbert Arthur.","The music of India,"
6100,1,4596,F128.9.N3 D4,"DeCarava, Roy",The sweet flypaper of life
6144,1,4640,E166 .C943,"Curtis, George William,","Lotus-eating, a summer book /"
6238,1,4731,BR325 .F43,"Febvre, Lucien Paul Victor,",Martin Luther:
6271,1,4751,DS859 .M25,"Mass, Jeffrey P.",Warrior government in early medieval Japan :
6278,1,4758,BR141 .S84 v.20,,The Church and war :
6294,1,4774,DS740.5.R8 H78 1963,"Hudson, Geoffrey Francis,",The Sino-Soviet dispute /
6316,1,4794,NK4340.S5 K8713 1984,"Kuroda, Ryōji,",Shino /
6356,1,4833,PZ8.G882 Gu,"Grimm, Jacob,",The Grimms' German folk tales.
6360,1,4837,PS3525.I5156 Z95 1961,"Welland, Dennis Sydney Reginald",Arthur Miller.
6375,1,4852,HQ536 .H633 1997,"Hochschild, Arlie Russell,",The time bind :
6381,1,4858,PR5906 .F66 1997,"Foster, R. F.",W.B. Yeats :
6390,1,4866,DD89 .F794 1990,"Fulbrook, Mary,",A concise history of Germany /
6395,1,4871,PZ7.M1197 Bl 1990,"Macaulay, David",Black and white /
6398,1,4874,RA424 .R6,"Rosen, George,",A history of public health.
6405,1,4881,Q335 .C5 1997,"Clancey, William J.",Situated cognition :
6417,1,4893,NA2840 .H34 1984,"Haneman, John Theodore","Pictorial encyclopedia of historic architectural plans, details, and elements /"
6487,1,4957,PJ5129.K62 G4 1982,"Korn, Rachel H.,",Generations :
6489,1,4959,PT2619.U43 Z73 1996,"Nevin, Thomas R.,",Ernst Junger and Germany :
6539,1,4992,E176 .M22 1948,"Madison, Charles Allan",Critics & crusaders;
6548,1,5000,PQ6148 .M3,"Martí Alanís, Antonio",La preceptiva retorica española en el Siglo de Oro.
6591,1,5032,PR9387.9.A3 A83 1988b,"Achebe, Chinua",Anthills of the savannah /
6616,1,5057,QC174.1 .I35,"Ikenberry, Ernest",Quantum mechanics for mathematicians and physicists.
6642,1,5066,D556 .K7,"Kreisler, Fritz,",Four weeks in the trenches;
6681,1,5104,PN6014 .B84,"Burrows, David J.",Myths and motifs in literature.
6697,1,5118,QL751 .T543 1972b,"Tinbergen, Niko,",The animal in its world;
6726,1,5137,DC316 .L543 1976,"Lissagaray,",History of the Paris Commune of 1871 /
6743,1,5153,LB2342 .C26,,Higher education: who pays? Who benefits? Who should pay?
6855,1,5248,ML410.M9 I74 1997,"Irving, John",Mozart's piano sonatas :
6861,1,5253,ML410.S3 Y72 1997,"Youens, Susan","Schubert, Muller, and Die schone Mullerin /"
6874,1,5266,DS558 .M43 1997,"McMaster, H. R.,",Dereliction of duty :
6891,1,5283,HD8072.5 .G67 1997,"Goad, Jim",The redneck manifesto /
6931,1,5317,ML410.C4 W53 1985,"Wiley, Roland John",Tchaikovsky's ballets :
6939,1,5325,P92.U5 M285 1984,,Mass media between the wars :
6960,1,5345,RA1231.R26 S8,"Stone, Robert Spencer,",Industrial medicine on the Plutonium Project;
6966,1,5351,JC591 .C52,"Chafee, Zechariah,",Free speech in the United States /
6985,1,5369,HQ767 .G37 1972b,"Gardner, R. F. R.",Abortion:
6995,1,5378,PN6231.N27 S5 l971,"Shah, Idries,","The pleasantries of the incredible Mulla Nasrudin,"
7138,1,5405,JK1896 .K7,"Kraditor, Aileen S.","The ideas of the woman suffrage movement, 1890-1920"
7140,1,5407,GV1785.B32 M3 1983,"McDonagh, Don",George Balanchine /
7150,1,5417,TR140.L3 D67 1994,,Dorothea Lange--a visual life /
7179,1,5444,TR820 .C357 1992,"Carlebach, Michael L.",The origins of photojournalism in America /
7180,1,5445,ML1156.N4 S6 1966,"Newman, William S.","The sonata in the Baroque era,"
7195,1,5455,NK4176.75 .B37 1994,"Barley, Nigel",Smashing pots :
7226,1,5486,PQ7083 .M6 v.6,"Pita Rodríguez, Félix,","Cuentos de Felix Pita Rodriguez, Cuba."
7233,1,5493,JK468.I6 P455 1990,"Persico, Joseph E.",Casey :
7234,1,5494,N7952.R6 O85 1996,"Ostrow, Steven F.",Art and spirituality in Counter-Reformation Rome :
7248,1,5499,PR5500.F25 G6,"Swinburne, Algernon Charles,","The complete works of Algernon Charles Swinburne,"
7260,1,5501,PR2894 .S28 1990,"Schoenbaum, S.",Shakespeare :
7286,1,5527,PQ6105 .Z56 1984,"Ziomek, Henryk",A history of Spanish Golden Age drama /
7290,1,5531,PN2091.E4 W38 1990,"Watson, Lee",Lighting design handbook /
7308,1,5544,D805.G3 F7233,"Frankl, Viktor E.",From death-camp to existentialism;
7315,1,5551,ML410.K385 K7 1990,"Kreuger, Miles",Show boat :
7361,1,5594,TR654 .C355 1983,"Caponigro, Paul,",The wise silence :
7374,1,5607,PS3525.I5454 P54 1965x,"Miller, Henry,",Plexus.
7397,1,5629,PA6073 .R66 1996,,Roman theater and society :
7408,1,5640,DC73 .F613,"Folz, Robert","The coronation of Charlemagne, 25 December 800 /"
7442,1,5668,BL782 .P53 1983,"Pinsent, John,",Greek mythology /
7486,1,5710,BS2330.2 .E36 1997,"Ehrman, Bart D.",The New Testament :
7495,1,5719,DT471 .C8,"Curtin, Philip D.","Africa remembered; narratives by West Africans from the era of the slave trade,"
7498,1,5722,U263 .N84 1984,,Nuclear weapons and nuclear war :
7501,1,5725,ML195 .P38,"Pauly, Reinhard G.",Music in the classic period
7504,1,5728,F656.2 .N66 1993,"Norris, Kathleen,",Dakota :
7508,1,5732,BL458 .W563 1997,,Women and goddess traditions :
7531,1,5755,DA396.W47 A63 1975b,"Alexander, Michael Van Cleave,","Charles I's Lord Treasurer, Sir Richard Weston, Earl of Portland (1577-1635) /"
7532,1,5756,BS192.2.A1 1964 G3 vol.37A,,The letter of James :
7546,1,5766,BL1802 .R43 1996,,Religions of China in practice /
7553,1,5773,PR2920 .N49 1990,,New issues in the reconstruction of Shakespeare's theatre :
7576,1,5795,GN281.4 .P69 1990,,Primate politics /
7589,1,5801,BR756 .M55 1995,"Milton, Anthony",Catholic and Reformed :
7593,1,5805,NX180.F4 L38 1984,"Lauter, Estella,",Women as mythmakers :
7600,1,5812,JC481 .T3,"Talmon, J. L.",The origins of totalitarian democracy.
7627,1,5838,PS3513.I25 M3 1946,"Gibran, Kahlil,","The madman,"
7676,1,5867,DA235 .S26 1997,"Saul, Nigel",Richard II /
7693,1,5884,HQ1233 .W595 1996,,Women healing earth :
7735,1,5913,DG209 .D939,"Duruy, Victor,","History of Rome and the Roman people,"
7954,1,6084,DS126.5 .I82 1990,,Israel :
7982,1,6108,RC455.4.S45 S48 1984,,Sex roles and psychopathology /
8003,1,6129,DS575 .W4 1987,"Wedel, Yuangrat","Radical thought, Thai mind :"
8013,1,6139,PS2384 .B5 1974,"Melville, Herman,","Billy Budd, sailor;"
8083,1,6199,HS2330.K63 M4 1963,"Mecklin, John Moffatt,",The Ku Klux Klan:
8347,1,6219,CB425 .H82 1936a,"Huizinga, Johan,","In the shadow of tomorrow,"
8356,1,6228,GV1799 .J68 1984,"Joyce, Mary",Dance technique for children /
8395,1,6262,HX40 .S79 1984,,The Stalinist legacy :
8538,1,6395,BH301.I7 K53,"Kierkegaard, Søren,","The concept of irony,"
8635,1,6468,PS3539.A74 P56 1961,"Tate, Allen,",Poems.
8738,1,6546,DS135.L3 E94 1996,"Ezergailis, Andrew","The Holocaust in Latvia, 1941-1944 :"
8757,1,6564,BL1210 .V563 1968,"Vivekananda,",Hinduism.
8765,1,6571,B105.E9 G63,"Goffman, Erving",Frame analysis :
8773,1,6579,RA1231.M5 S65,"Smith, W. Eugene,",Minamata /
8803,1,6602,QL737.C52 T87,"Turner, Dennis C.,",The vampire bat :
9002,1,6789,D445 .B63,"Boggs, James",Revolution and evolution in the twentieth century
9020,1,6807,PS3503.R81945 A7,"Brown, John Mason,",Accustomed as I am;
9055,1,6841,E185.86 .S72,"Staples, Robert","The Black woman in America: sex, marriage, and the family."
9133,1,6917,BF637.B4 F67,"Foster, Carol",Developing self-control /
9205,1,6987,E601 .J13,"Jackson, Isaac,","""Some of the boys..."""
9244,1,7026,N7407.M36 T4 1984,,Te Maori :
9295,1,7076,PQ6623.A3 A282 1983,"Machado, Antonio,",Selected poems and prose /
9345,1,7114,JN118 .H28,"Harvey, J.","The British constitution,"
9423,1,7150,DD151 .M3 1973,"Masson, Georgina","Frederick II of Hohenstaufen,"
9440,1,7166,DC73 .W5,"Winston, Richard",Charlemagne: from the hammer to the cross.
9457,1,7183,PN1995.9.F6738 H52 1991,,Cold days
9461,1,7187,DD256.5 .M3 1989,,Mein Kampf
9467,1,7193,PR461 .C5,"Chesterton, G. K.","The Victorian age in literature,"
9517,1,7227,BP573.T5 B4 1969,"Besant, Annie Wood,","Thought-forms,"
9528,1,7237,BD436 .P64,"Powell, John Joseph,",The secret of staying in love /
9581,1,7289,JC491 .M2933 1969b,"Marek, Franz",Philosophy of world revolution :
9600,1,7306,JC141.L8 C37 1984,"Cargill Thompson, W. D. J.",The political thought of Martin Luther /
9667,1,7373,GV1785.G7 S86 1984,"Stodelle, Ernestine",Deep song :
9723,1,7426,PN2287.M54 S25 1985,,Sanford Meisner
9753,1,7455,DG737.42 .H5 1975,"Hibbert, Christopher,",The House of Medici :
9778,1,7480,T14 .M55,"Mitcham, Carl",Philosophy and technology :
9830,1,7528,PN45 .R513,"Jean Paul,",Horn of Oberon: Jean Paul Richter's School for aesthetics.
9837,1,7535,F574.D4 K2,"Katzman, David M.",Before the ghetto;
9844,1,7542,JA79 .S44 1984,"Shklar, Judith N.",Ordinary vices /
9910,1,7605,PQ2036 .A5 1954,"Rousseau, Jean-Jacques,",The confessions of Jean Jacques Rousseau /
9934,1,7628,PR2065.G31 S53 1984,"Shoaf, R. A.",The poem as green girdle :
9995,1,7672,B WAGN SIE E 93,"Wagner, Richard,",Siegfried
10007,1,7683,F HAYD QS-76 K 15,"Haydn, Joseph,","String quartets op. 76 no. 4 : ""Sunrise"" ; no. 5 ; no. 6"
10098,1,7755,HC79.E5 F88 1994,,The Future of the environment :
10194,1,7841,PR1261 .Y67 1984,,York mystery plays :
10457,1,8056,E811 .D53,"Divine, Robert A.","Foreign policy and U.S. presidential elections, 1940-1948,"
10482,1,8081,HX288.G7 J65,"Joll, James",Antonio Gramsci /
10495,1,8093,PR3416.A73 M3,"McKeon, Michael,",Politics and poetry in Restoration England :
10554,1,8133,NK4005 .W5 1972,,Ceramics in America.
10662,1,8229,NC765 .K7 1984,"Kramer, Jack",Human anatomy and figure drawing :
10706,1,8272,HQ1599.E5 N54 1979,"Nightingale, Florence,",Cassandra :
10747,1,8312,PR3508 .B5 1985,"Bloch, Chana,",Spelling the word :
10752,1,8317,PR2343 .N5,"Nichols, J. G.",The poetry of Sir Philip Sidney :
10759,1,8324,B2778.E5 S65,"Kant, Immanuel,",Critique of pure reason /
10771,1,8335,PT2647.A64 Z735,,Uber Robert Walser /
10779,1,8343,BR160.3 .B46 1984,"Benko, Stephen,",Pagan Rome and the early Christians /
10887,1,8449,BT102 .J35 1984,"Jantzen, Grace","God's world, God's body /"
10947,1,8501,GR111.G47 K57 1996,"Kirchner, Audrey Burie,",In days gone by :
10976,1,8530,NC780 .C3 1973,"Calder, Alexander,",Animal sketching.
10998,1,8549,D568.4.L45 O74,"Orgill, Douglas,",Lawrence.
11037,1,8586,TR145 .P48 1997,,Photography :
11072,1,8608,B395 .G67,"Grube, G. M. A.",Plato's thought.
11100,1,8635,BS550.2 .B76,"Buck, Pearl S.",The story Bible /
11104,1,8638,RD771.B217 Y22 1991,,Y's way to a healthy back.
11109,1,8643,DG63 .P696 1904,"Platner, Samuel Ball,","The topography and monuments of ancient Rome,"
11118,1,8652,PS3555.R42 L6 1984,"Erdrich, Louise",Love medicine :
11134,1,8668,PR1260 .T6 1969,,The Wakefield mystery plays.
11161,1,8695,BS1275.3 .T56,"Thompson, J. A.",Deuteronomy;
11187,1,8720,HX312.L43 L44,,Lenin and Leninism :
11188,1,8721,HG4661 .F5,"Fisher, Philip A.",Common stocks and uncommon profits.
11198,1,8731,BR735 .M66 1984,"Monter, E. William","Ritual, myth, and magic in early modern Europe /"
11221,1,8754,BF637.R57 U77 1985,"Urquhart, John,",Risk watch :
11264,1,8797,E183.8.S65 T35 1984,"Talbott, Strobe",The Russians and Reagan /
11337,1,8860,PS1613 .A1 1948,"Emerson, Ralph Waldo,",Nature.
11531,1,9018,D16.8 .C29 1961b,"Carr, Edward Hallett,",What is history?
11534,1,9021,QH325 .B365 1996,"Behe, Michael J.,",Darwin's black box :
11540,1,9027,QL737.C5 A4 1996,"Altringham, John D.",Bats :
11597,1,9080,DD491.S68 T54 1975,"Tilton, Timothy Alan","Nazism, Neo-Nazism, and the peasantry /"
11626,1,9103,DS119.7 .B36 1984,"Becker, Jillian,",The PLO :
11628,1,9105,DK265 .H3,"Harper, Florence MacLeod.",Runaway Russia /
11630,1,9107,PN2287.T25 C6 1984,"Courtney, Marguerite,",Laurette /
11655,1,9130,PN2921 .B6 1974,"Bowers, Faubion,",Japanese theatre /
11658,1,9133,N6494.E27 A7 1983,,Art in the land :
11664,1,9138,NC765 .B775,"Bridgman, George Brant,",Complete guide to drawing from life
11677,1,9151,R154.F47 D4,"De Kruif, Paul,",A man against insanity.
11681,1,9155,PR2673 .B58,"Boas, Frederick S.",Christopher Marlowe;
11683,1,9157,BC199.I5 A5 1963,"Anscombe, G. E. M.","Intention,"
11700,1,9174,PR2827.A23 L364 1982,,A Midsummer night's dream
11701,1,9174,PR2827.A23 L364 1982,,A Midsummer night's dream
11706,1,9179,E93 .T8,"Turner, Katharine C.",Red men calling on the Great White Father.
11718,1,9191,BX2263.S7 H35 1996,"Haliczer, Stephen,",Sexuality in the confessional :
11737,1,9210,ML55.P6 G6,"Glowacki, John.",Paul A. Pisk;
11751,1,9223,F561 .M582,"Fuller, George N.",Economic and social beginnings of Michigan;
11784,1,9254,RC463 .P4 1961,"Perceval, John,",Perceval's narrative;
11787,1,9257,PA3612 .A4 1922,Aeschylus,"Aeschylus,"
11788,1,9257,PA3612 .A4 1922,Aeschylus,"Aeschylus,"
11808,1,9276,JC251 .O7,"Organski, A. F. K.,",The stages of political development /
11868,1,9333,PA6156 .P65,"Pliny,","Natural history,"
11869,1,9333,PA6156 .P65,"Pliny,","Natural history,"
11888,1,9343,PZ7.C6628 St 1985,"Cohen, Miriam",Starring first grade /
11982,1,9423,PA6459.Z5 W3,"Walsh, P. G.",Livy /
12035,1,9475,DS775 .T7 1967,"Trotsky, Leon,",Problems of the Chinese Revolution :
12252,1,9577,GV995 .M84,"Murphy, Chet,","Tennis for the player, teacher, and coach /"
12277,1,9601,E184.A1 I4355 1996,,Immigrants out! :
12300,1,9624,KF4800 .N48 1996,"Neuman, Gerald L.,",Strangers to the Constitution :
12325,1,9648,PA6825 .D8,"Duckworth, George Eckel,","Structural patterns and proportions in Vergil's Aeneid,"
12333,1,9656,DC130.O7 A4 1984,"Orléans, Charlotte-Elisabeth,",A woman's life in the court of the Sun King :
12340,1,9663,PA8508.E5 T52,"Erasmus, Desiderius,",The colloquies of Erasmus.
12378,1,9696,DG279 .R63,"Rowell, Henry Thompson.",Rome in the Augustan Age.
12379,1,9697,B749.A35 B87,"Averroës,","Averroes' three short commentaries on Aristotle's ""Topics,"" ""Rhetoric,"" and ""Poetics"" /"
12388,1,9705,HD6073.L62 G723 1996,"Bennett, Judith M.","Ale, beer and brewsters in England :"
12396,1,9713,DG279 .F519,"Firth, John B.","Augustus Caesar and the organization of the empire of Rome,"
12438,1,9744,PA3612 .C3,Cassius Dio Cocceianus,"Dio's Roman history,"
12450,1,9755,HQ76.3.I82 F57 1996,"Rocke, Michael",Forbidden friendships :
12474,1,9778,HQ1613 .P76 1990,"Proctor, Candice E.","Women, equality, and the French Revolution /"
12507,1,9809,DF275 .D299,"Davis, William Stearns,",A day in old Athens;
12565,1,9866,Q125 .J39 1996,"Jayawardene, S. A.",The scientific revolution :
